UserName,Review Text,Rating
uri sunshine,"dear instagram. do you understand indonesian language? oh yes ofc. kenapa kalo bikin story suka gak kekirim dan katanya eror? padahal memori internal masih lowong, sinyal pun bagus.. kenapa yh? mhon bantuannya ya, makasih TERUS JANGAN 4:3 PLS BALIKIN KE 1:1 JELEK BANGET",3
Serly Dhy,kenapa siii Instagram terus berhenti terusss error tiba tiba akunku semuanya ke log out sendiri mau di login lagi ngga bisa setelah bikin akun baru juga ngga bisa follow orang tolong diperbaiki ini kenapa padahal juga udah di hps trs install lagi kaya gitu terus tapi tetep aja ngga bisa udah dihps cache+data nya juga ngga bisa tetepan,2
Cicak Nakal,"Bug menjengkelkan, tiap liat postingan foto orang fotonya malah kedip kedip di bagian fotonya, ini sangat mengganggu, awalnya gua kira hp gua yg rusak, ternyata ini bug Instagram nya. 👎👎👎",1
8B Dara Amiaty,"Dengan menggunakan instagram ada dampak positif dan negatif nya dampak positifnya kita bisa memposting foto/video yang bermanfaat dan bisa mencari sumber ilmu pengetahuan menjadi anak berprestasi dengan mencari akun yang mengadakan fasilitas perlombaan tapi dampak negatifnya bisa membuat kecanduan dengan postingan orang sampai lupa waktu dan menyebabkan overthingking,stres berlebihan tapi itu balik lagi ke setiap personalnya🤭",5
Suci Febriyanti,"kenapaa banyak arsipan foto dan video saya yang kehapus. Tolong pihak instagram lebih bisa menimang² mana fitur yang sebaiknya di hapus mana yang sebaiknya di pertahankan. Saya yakin kebanyakan pengguna instagram lainnya juga menyimpan foto dan video nya di instagram, jadi tolong di pertimbangkan sekali lagi. Saya sangat kecewa pastinya",1
Bramantiyo Wildan,"makin aneh, makin banyak bug!!!. opload story lama, kadang error gak jelas, posting beberapa foto di satu feed pas ngedit error, permasalahan ni aplikasi kalo gak error ya muter terus",3
Rainka Shikinari,"Kok bisa akun login di device lain, tanpa konfirmasi ke email utama. Habis itu notifnya muncul pas email akunnya dh diganti, mau ngamanin akun tapi layanan dri aplikasinya tdk support, tidak membantu sama sekali.",1
Helna Paranta,"Instagram in sngt burik, pesan yang saya krm kepada teman sy lama terkirim, mohon di perbaiki, klo sudah di perbaiki jangan kan bintang 5 saya kasih 100 bintang pun sy kasih asal kan aplikasi burik in sudah sembuh",1
Akamaru Tachibana,"Bagus, tapii..Suka banget ada kendala, trus juga notifikasi pesan nya suka nge lag, susah masuk nya, tolong di benerin ya, terimakasih Satu lagi, saya kan ngubah salah satu akun saya jadi blog pribadi, Kenapa di akun tersebut saya gak bisa nge like catatan teman saya ya? Tolong dong.",5
Rachel Sinaga,kenapa foto dan video yang di up ke story lama lama kehapus semua!!!!! Tolong perbaiki hal ini dan kenapa kualitas foto tau video yang di up lama lama semakin menurun kualitas fotonya.. hal ini banyak di rasakan oleh user instagram.,1
Nova Ferdianto,"Instagram memanjakan mata para penggunanya dengan menampilkan foto atau gambar yang enak dipandang. Sebelum foto diunggah, kamu bisa mengedit foto kamu secantik mungkin dan gunakan fitur filter untuk memudahkanmu mendapatkan foto indah sebelum dilihat para pengguna lain.",5
Adrian Fakhri,"Aplikasi eror udahh berapa Minggu loading g jelas, liat foto, video, story, loading semua, padahal jaringan full, buka aplikasi lain aja lancar lancar AE, saya harap developer memperbaiki nya.",1
Ryuji Mamoru,Kok notifikasi Instagram lambat yang harusnya sehari yang lalu malah munculnya semenit yang lalu gara-gara ginian saya terlalu terlambat kalau ada live di Instagram,3
Pranata Satyadharma,"Tolong perbaiki bug yang ada di handphone saya, karena halaman beranda ig bergeser dengan sendirinya dari kanan kiri, sampai-sampai hampir tidak bisa dikendalikan, saya juga gagal mengirim bug ke laporan Instagram",1
Nunung Khotimah,"Gimana si fitur menambahkan media udah di nonaktifkan tapi tampilannya ga berubah kaya awal lagi, feed nya jadi jelek rusak, bikin fitur yang jelas2 ajalah",2
Anonim Channel177,Tiap saya mengunggah video durasi yang panjang nya 10 menit pasti macet terus. Kuota jadi kebuang sia sia gara gara memuat unggahan macet yang lamanya minta ampun. Nunggu lama lama tapi gagal upload. Mengecewakan.,1
Nauraqurota ayunin20,makin update makin ga jelas udh ngabis'in memori kadang suka lag sendiri klau mau buat story (terjadi kesalahan) padahal jaringan aman' oke' aja!!!!,1
Ra Dinaa,"Makin kesini,makin banyak updet. Instagram jdi agak ngelag,tiba2 keluar lah,Tiba2 diam lah... TOLONG DI PERBAIKII LAGII!!! Kalau sdh di perbaiki saya tambahkan bintang nya;)",4
Hanako,"Sebenernya dah bagus, cuma gw mau minta tolong buat tambahin durasi reelsnya yg dari 3 menit ke 5 menit aja bisa ga si, soaalnya gw kadang suka bikin short vlog di ig pke reels kepotong Mulu gegara durasi ny",4
Sayangku22 Duadua,"Nge download video di ig musiknya ilang anjir pdhl musik plus kata kata nya udh pas tapi ahh sudah lah, kalo sekedar kata kata mah download aja atau cari di Google ngapain download di ig,udh bener dulu sekalian Ama musiknya malah d ilangin,perbarui tuh yg masih jelek bukan yg udh bagus di perjelek",1
Samsung A03,"Kok semakin diupdate makin banyak bugnya ya??, saya mau bikin akun kedua, kok langsung jadi/ ga pake bikin sandi dulu?, kan jadi gk bisa login lagi kalo misal apknya kehapus, dan waktu ubah user kok kek banyak bugnya gitu ya???, banyak lagi lah bug di ig sekarang ckckck, TOLONG DIPERBAIKI YAA!!!",2
Spike Crow,tolonglah bug lagu dari notes di fix masa yang harusnya 30dtk malah jadi denger full lagunya mana ga bisa di matiin walaupun udah di hapus dari latar belakang,2
naynael frvror,"pls biarin manusya intopert inieh memiliki akun ig, msa cm karna akun saya ga direkomendasi ke temen-temen yg lain hrs di tangguhkan sii? kn kalian yg nyediain fitur untuk mw/tdk sinkronisasi kontak. pas ditangguhkan jg ada bagian memperlihatkan wajah ke kamera, tp knp ga terdeteksi trs???? pdhl sdh mengikuti instruksi yg tersedia. karna tdk bsa terdeteksi, mw tdk mw sy hrs apus akun nya. saat sdh membuat akun baru, tdk sampe sehari sdh ditangguhkan lagi BIKIN MUAK PLS!? tolong untuk perbaiki lg",1
FORENSIUS JUNIANTO JUNIANTO,Lelet suka loding lama walaupun sinyal bagus chat suka tidak bisa di lihat ada lgi bug ngk bisa hapus postingan. TOLONG DI OERBAIKI INI APLIKASI BAGUS TAPI MASIH ADA BUG NYA,4
Lihat Aku,"The f, kenapa ig ikut ikutan blur pas bikin story pake music? Apa semua yang dinaungi meta bakal ampas dalam hal resolusi? Bro, wa status lu kompres, fb apalagi, yakali ig juga? The f bro, what an app suck.",1
ERAIBITO SUROTO Putra,Optimalkan lagi biar lebih mudah penggunaan terutama ketika sudah meng-upload postingan untuk bisa diedit lagi fotonya dan bisa menambahkan fotonya lagi.,5
Gaby Mareoli,"Mohon maaf saya kasih bintang 4 alasannya akun ig saya tiba-tiba kembali login atau kayak meminta kode konfirmasi *pas saya buka Instagram langsung muncul gini mau gk mau log out dari akun (antara seperti kayak mastiin ini benar pemilik akunnya atau yang lain ya) saya ngetik gini karena sudah dua kali begitu pula di threads, sama kayak gini jg tapi 1 kali pake akun ke dua saya🙏🏻, namun aplikasi Instagram ini bagus kok reels nya, dll. Tolong di perbaiki lagi. Mohon maaf dan terimakasih🙏🏻🙏🏻",4
Rey,"Taikkkkk! Saya tidak bisa masuk Instagram saya, sudah 3 hari namun tidak ada informasi atau opsi yang berubah saat melakukan login Instagram!!!!!!!!!! ulasan akan sy ubah jika ada respon dan perubahan dr kalian!",1
Eriyansyah,"Tolong lah pihak Ig kenapa akun saya tiba"" ditangguhkan padahal gak ngapa""in udh hampir 3 hari gak bisa dibuka tolong lah, apa lagi pas mintak verifikasi banyak kali masalah mulai dari koneksi lah penyimpanan lah jelas"" pake Wifi-nya stabil disini + penyimpanan memori jauh dari kata penuh tapi tetap saja gak bisa dibuka, tolonglah bintang 1 aja semoga pihak Instagram cepat memperbaiki permasalahan ini apa lagi akun saya dari lama gk pernah Gonta ganti akun cmn punya satu Tolong lah kerja samanya",1
Juna Aja,"Selama penggunaan masih bagus dan baik, cuma saran aja sih kalo boleh untuk penghapusan chat atau batal kirim di perbarui seperti telegram, kita bisa hapus chat dari kedua obrolan orang yang ngirim kita pesan, batal kirim juga gitu sebaliknya, terimakasih",5
Dwika Sari,"tolong dong, di update malah sering suka error udah berkali kali logout semua akun sendiri gitu terus, kenapa sih. tolong kualitas nya di tingkatkan!",1
Fathullah Fathullah,"Kenapa dengan Instagram sekarang, kemarin saya daftar akun baru selang 2 hari tiba² dapat notif pengajuan bandin dan sekarang akun Instagram saya tidak bisa digunakan, tolong perbaiki data saya , saya sangat kecewa sekali",3
TARUNA OFFICIAL,"sebenarnya aku pertama kali memakai Instagram aku mencoba ingin seperti orang lain yang bisa menampilkan wajah terganteng, pokoknya Jangan menatap wajahku terlalu lama yah, dikuatirkan anda memiliki diabet karena akunya terlalu manis.",5
Han_ ryhnn,"Tolong pihak instagram, aplikasi nya sering terjadi eror, tiba tiba akun instagram keluar sendiri dan tidak dapat di login kembali meskipun kata sandi benar tetapi di aplikasi instagram terdapat keterangan ""kata sandi anda salah"" padahal kata sandi saya benar tolong diperbaiki lagi",1
Iis Ermaya,"Iya kenapa ya akhir2 ini loading nya lama,,awal nya dikira Krn sinyal provider trus hape penuh,,tapi aplikasi lain baik2 aja,,sinyal bagus hape jg msh cukup memori nya,,sampe kesel bingung mau komplain ke mana",1
Samsul Bahri,"Sering terjadinya bug-bug, seperti tidak munculnya hasil like dan comennt dan berbagi selalu terjadi masalah.",2
Dini Amelia Putri,"baguss!!🤩 rekomendasi sii kalo orang"" yang suka foto"" download ajaa Instagram jelas+jernih koo tapi kadangg ngelag jugaa sii,tapi ga ngeganggu ko dan ada reels/vidio"" nya juga,seruu kalo nonton nyaa. segituu ajaa yaa kalo rating dari aku sih bintang 5, dan 9/10.",5
Oji,"Tolong masih banyak bug seperti story yang sudah diarsipkan malah hilang, sangat mengganggu sekali. penyakit instagram sejak zaman dahulu ya itu",1
Elita Izza,"kenapa fitur fitur baru selalu ada di akun kedua dulu siii, nanti kalo udh bener kukasih bintang lima deh! EDITED : akunku ini udh tinggal akun utamaku doang dan baru aja update ig, tp masih gada update an nyaaaa. Ig gimana si ini",3
Rika Anggita574,"Helppp gimana caranya nge hapus musik di profil tapi fiturnya udah ilangggggg, di profil sendiri mah udah gaada tapi pas di cek sama akun orang lain masih adaaa musiknya gimanaaa cara ilanginnya pleasee!!😭mana lagunya perayaan mati rasa lagi😭udah di laporin tpi ga di tanggap terussss",4
Neni Agustin,"Masih belajar, baru bisa ngasi efek lagu, belum bisa mengedit tulisan di gambar, mungkin bisa lebih dipermudah lagi untuk kami pemula",4
Haliza Fiani Tastbita,"Akun penting saya keluar dengan sendirinya, setelah dilakukan pengecekan dan login kembali proses nya lebih ribet dan sulit. Jadi saya kesulitan untuk mengembalikan akun saya dikarenakan prosesnya yang menyulitkan pengguna",1
16_Ida Bagus Made Sivarama Dasa,"Sangat dimohonkan, ketika login kembali diberikan fitur meminta bantuan kepada teman, sebelumnya login ke akun Instagram sangatlah mudah dengan adanya fitur ini, apalagi bagi orang-orang yang lupa dengan kata sandi akun pribadinya. Dan jika ada yang akun pribadinya masih terkait dengan nomor ponsel mereka yang sudah tidak aktif, cara tersebut akan efektif dan memudahkan untuk login kembali ke akun pribadinya. Saya kesal dengan cara login yang sangat sedikit dan menyusahkan seperti saat ini. LAGI",3
Nur Winda,"yang selalu up fitur Instagram tolong lah adain fitur notification kalo ada yang unfoll, cape saya harus nyari² kalo ada yang follow terus di unfoll duluan, tolong ya orang yang selalu up fitur Instagram ada in.",5
Aditiya Adit,"Tolong buat pihak instagram, knp akun saya udh berapa bulan ini nga bisa live sama sekali, selalu ada notif, (belum memenuhi syarat, pdhl saya nga pernah sama sekali bikin pelanggaran, tolong aja nihh yaa di perbaiki lagi",1
Elred Alfadion Brian,"Tolong ya instagram, aplikasinya dah bagus tapi masalahnya bugnya ada saat saya mengikuti akun. Pas dah tekan ikuti, eh mengikutinya malah jadi ikuti lagi jadi biru lagi pas coba lagi masih gabisa dah dari minggu lalu loh. Masa bug gini sampe berhari-hari. Tolonglah plislah instagram atasi masalah bug nya supaya saya dapat mengikuti akun lagi sudah ada beberapa followers saya yang unfollow gara-gara saya tidak follback masa bugnya sampe berhari-hari, plislah. 🙏🙏🙏🙏🙏🙏",2
Afif Jauhar,"Mohon bantuannya , aplikasi memang bagus namun bisakah berikan informasi detail mengapa terjadi uji banding? Mohon berikan balasan yang signifikan terkait hal tersebut dan mohon responnya!. Terimakasih 🙏🏼",5
Nurhaliza,"Tolong fitur musik untuk di profil di perbaiki, soalnya pas liat profil fitur musiknya ga ada, tetapi ketika pakai akun lain di profil kita musiknya muncul",2
Aurellia Najwa Munzir,"suka ngebug,satu akun udh update tapi akun yg lain ga, post foto yang sama di dua akun tapi akun satunya cmn foto lagunya gaada, yang lain udh bisa post lebih dari 10 foto sedangkan akun saya gabisa, tolong diperbaiki",3
Davie Akmallamdani,"makin hari makin gajelas, sinyal full tapi dipake ig lemot banget semua foto/video loading. dipake aplikasi lain aman aja, makin aneh 😹🫵🏻",1
Lilista Milala,"Njirrr lah tiap mau buat story ig ga bisa selalu ada ketrangan ""kesalahan"" awal nya ku pikir hp ku yg salah tapi tiap di ulang ngi pun selalu ""kesalahan"" sekali duakali ok lh tapi kalau tiap buat story gitu palak juga aku tolong lah di perbaiki Masa tiap 1x dalam 2mingguan aku update",3
Azza Lidia,Tolong ya Instagram ini kenapa setiap kali saya ingin posting foto itu tidak ada captionnya. setiap saya posting pasti captionnya akan hilang. Dan seterusnya itu tidak bisa diedit. Tolong Instagram ini kenapa?,1
Nasya Amanda putri,"ini kenapa yah ig nyaa,sya mau posting foto selalu gabisa muluu,bikin saya ga mood jdinyaa,susah banget klo mau posting selalu ada bacaan ""kesalahn"" dan ""foto anda tidak menyimpan"" tlong dong ini gimanaaaa!?!??!",2
Ita Asrifah,"Bagus banget, bener bener jadi aplikasi yang paling dibutuhin, buat scroll reel, posting story, fiturnya bagus banget",5
Lins Mobile,"Kenapa saya gk bisa live selalu Katanya begini:""akun anda belum memenuhi syarat "" Tolonglah perbaiki udah tiga bulan aku memakai apk ini tetap juga gk bisa live lama"" pengen gua hapus juga ini apknya",1
Putri Rajuna,"please suka kesel karna fitur music yg di bio sering hilang hilang and gabisa dihapus kalo udah hilang jadinya aneh, tolong dong Instagram jgn keseringan ngapus fitur fitur baru yg di bio, karna di akun ku yg lain ada biasanya di akun first malah gaada lagi, please... 😣👎🏻👎🏻",1
Andini Maulidiyah Rachma,"Sumpaaa marah banget sama ig, aku arsipin postingan feeds trus beberapa hari kemudian aku pulihkan. Ga langsung ada di feeds aku pikir loading, tapi sampai sekarang ga muncul, dan aku liat di arspian gaada juga postingannya, nangisss bangett kecewa sama ig😭👎",2
Imas Susanty,"Aplikasi ini juga sangat bermanfaat dan tidak terancam apapun dan tidak ada berbahaya nya. Tetapi ada satu hal yang paling inginkan saya. Tolong, bagaimana cara agar tidak limit. Saya memfollow seseorang saya kenal dan tiba limit atau batasan. Maaf ya ada kesalahan yang saya berbicara",5
rifki _armindho,"tolong pihak Instagram mengapa Instagram saya tidak memenuhi syarat live sedangkan devices yang saya gunakan adalah devices terbaru dan selalu update,saya sudah sering mengirim laporan tapi tidak ada tindakan apa apa.",1
Joshua wira Nataniel,"Bug mulu kaga dibener benerin. Sg temen gabisa diliat, harus diliat dati scnd account, semua postingan poto yang ada lagunya jadi reals, ig temen online tapi gada tandannya. Lama-lama ig bakalan tenggelem ama bug semua. Tolong di dengar karna banyak orang yang beranggapan seperti ini",1
Iwan S,Saya sudah update bbrp x ttp ada bug dan loading lama.. Jgn kecewakan para pengguna bug nya di perbaiki.,1
Agus Sugianto,"Dalam menyiapkan akun profesional kreator saya tidak bisa melewati langkah ke 7 (PELAJARI TENTANG CARA BERIKLAN), sudah saya ikuti semua langkahnya, bahkan sudah coba beriklan tapi langkah ini tetap tidak bisa saya lewati dan saya juga sudah email IG dan menghubungi bantuan di aplikasi IG,nya tapi gak dibalas sampai sekarang. Jika langkah sudah saya lewati, saya kembali kasih 5 bintang. Thanks🙏",1
Muhammad Bryan Rich Jwern,"Kepada pihak Instagram, kenapa saya tidak bisa login ya, padahal username dan password sudah benar dan sudah saya cek ke beberapa ponsel lainya bisa login, tetapi hanya ponsel saya yang tidak bisa di loginin, mohon kerjasamanya demi kenyamanan saya, terimakasih",1
Herkin Doni,Kenapa Instagram sekarang setiap ganti story pasti iklannya judol ya? Ini sangat sangat tidak wajar dan tidak dianjurkan dimohon untuk segera dihapuskan iklan iklan judi onlen tersebut,1
Rina Amelia,"ig aku kenapa kalau liat foto diakun org ga bisa di slide sampai akhir ya,max slide ke 4 udah ga bisa slide sampai akhir...tolong dong ini kenapa,soalnya aku suka bgt sama ig",3
Savira Putriana,"tolong diperbaiki lagi,krna au punya 2 akun semuanya kembali dengan sendirinya,pas udah mau login malah nggak bisa masuk gitu trus,setelah buat akun baru masih tetep nggak bisa,tolong diperbaiki lagi sedemikian ya🙏",3
Moza Pransiska,"apaan banget ig sekarang, masa 3 akun temen saya hilang, kalo kayak gini ya rugi dong kita, udah nyimpen banyak kenangan di sana malah hilang gitu aja, udah bener kemarin balik akun nya, sekarang malah hilang lagi, terus ga bisa masuk lagi, gimana coba. dikira enak apa ngumpulin temen, ngumpulin foto² di sana, tolong banget ya segera di perbaiki, paling ngga kasih saran gimana cara biar bisa balik ke akun kita lagi. mohon di respon karna ini bener² bikin jengkel",1
Nadiyya,Yup bagus baaangeet sebagai gen z yang suka scroll2 ini aplikasi favoritku sih. Fitur2 barunya juga oke banget (Kembaliin fitur flipside plissss😔) Tapi aku saran dong tambahin fitur repostt (hehe;⁠),5
someone,"ayolahh instagram, kapan mau bener ini aplikasinya, masa fiturnya ga merata, di akun first malah yg gaada fitur baru, di akun lain ada, tolong lah saya juga pengen gunain fitur barunya, tolong segera diperbaiki.",1
Amanda Cinta,"Aplikasinya bagus, Tetapi mohon untuk pihak instagram akun saya yang dulu sudah ditangguhkan dan sekarang akun saya yang baru ditangguhkan lagi, Sebenarnya aplikasinya maunya gimana? Jadi dimohon untuk diperbaiki lagi.🙏🏻",1
Adarusman,"Ga tau kenapa akun saya tiba tiba ke baned, udah saya aku banding tapi pas pengiriman otp ke Gmail nya tidak ada yang masuk masuk, saya minta tolong kepada pihak team Instagram agar memperbaiki nya, Terimakasih",1
Mila 2024,"Masa saya mau like video line foto ngefollow gk bisa tulisannya melindungi komunitas kami terus tolong dong pihak instagram diperbaiki punya saya, saya juga ada keperluan lho tolong banget diperbaiki secepatnya",3
Kim -,"Tambahin fitur privasi sorotan dong, walaupun akunnya udah private, tapi saya rasa perlu juga untuk menambahkan privasi sorotan atau menyembunyikan sorotan dari orang orang tertentu",4
Abay Darman,"sngt kecwa dengan pihak instagram,awal mula nya saya tidak ngapa ngapain lah kok akun sy dinonaktifkan tiba tiba,setelah itu sy mengajukan banding karena lama menunggu saya logut lah akun sy dan Sy uninstall setelah itu sy instal lgi stlh saya mengajukan banding permohonan sya diterima tpi yg susah nya ialah untuk kmbli login akun sy tdk bisa akhirnya saya memutuskan untuk lupa sandi setelah dikirm kode ke wa dan disuruh untuk mengatur kata sandi yg baru slalu kata sndi slh silhkn coba lgi,",1
Yanti Yanti,"Alhamdulillah sejauh ini sudah sangat bagus, tapi beberapa waktu lalu akun saya pernah ditangguhkan padahal ini real akun saya jadi semoga kedepannya bisa lebih baik lagi. terimakasih karena dengan adanya isntagram saya bisa berbagi hal yang bermanfaat dan Alhamdulillah banyak konten positif yang ada di instagram untuk diambil manfaatnya dari akun2 yang Masya Allah menginspirasi untuk hal agama dan akhirat. dan keamanan pemilik akun kalau bisa lebih ditingkatkan lagi terimakasih.",3
Melya Dita,"ini Instagram lagi eror apa gimana? kenapa tiba' ig saya gabisa masuk dan malah di kasi kode uda di kasi kode trs malah minta vidio muka kita ngeliatin sekitar kanan kiri kita terus gabisa di pencet cara nge vdiony gbsa di lnjut juga mentok di vidio itu, jadi gimana ya solusinya, akun saya udah lama banget itu masa hilang si",2
AldiCP,Untuk fitur sebenernya udah bagus tapi di lebihin lagi untuk durasi lagunya kurang rasanya kalo cuman 15 detik,4
Philipp Newlinski,tidak bisa post reel katanya spam padahal tidak ada pelanggaran apapun. istagram terlalu baperan. dan algoritma AI nya rusak. yang bukan pelanggaran dianggap pelanggaran. sedangkan yang benar2 pelanggaran tidak dianggap pelanggaran,1
Dinda Wulan,"Ini gimana sih udah di download tapi gak bisa daftar... Makaudnya itu tuh gimana, udah login pake akun yang lama tapi tetep gak bisa masuk katanya sandi salah, padahal bener loh itu sandinya karna aku tulis sandi itu di kertas biar gak lupa",1
winn 123,Sudah di update masih sama masalahnya. Direct message sudah dibaca tapi masih terdeteksi sebagai pesan yang belum dibaca. Perbaiki.,1
Pengguna Google,"Knp habis diperbarui malah nge bug, koneksi internet 4G+ mlh di blg tidak ada koneksi internet. Buka medsos lain lancar aj. Tolong diperbaiki!!",5
revi andrey,"sangat kecewa, kenapa akun saya di tangguhkan, padahal saya tidak pernah memposting seperti pelecahan/aktivitas seksual dan lainya, tolong perbaiki masalah seperti ini , ini sangat merugikan pengguna Instagram yg followers nya banyak dan lain""",1
Suci Marito,"instagram sekarang jelekkk g bagusss,masa iya dm an lama kehps otomatiss tau g sii instagram itu penting bangett moment,kenangannya ituuu loohhh susahhh aku nyari dimana lagi coba???please lh balikin lagi kaya awal kami berhak kn atas itu😓😓",1
tagor topsellgroup,Ketika saya install aplikasi Instagram di android dan iphone Masalah itu muncul ketika suara notifikasi dan suara music yang ada di handphone saya jadi kecil dan pelan Tolong diperbaiki,1
Mytha Novescor,"Sya kecewa. Followers sya naik turun secara drastis tanpa ada kejelasan,. Jumlah asli 1300an. Kadang kalau dibuka tbtb brubah 1000, di refresh berubah jdi 1200, direfresh lagi berubah 900 . Kan aneh",3
プッシー,"saya mengalami tidak bisa login ,padahal sudah memasukan email dan nomor hp buat reset sandi. tetapi tidak bisa & tertulis "" maaf ada masalah coba lagi "" .Mohon untuk Instagram segera memperbaiki bug tsb",1
Allisah M,"bagus sih, cuma pas orang komen dipost ku komennya ga muncul dipostku, pdhl di notif tuh ada, trs ak pencet komen lalu klik yg ""terbaru"" tuh komennya baru muncul, itu cara ngeliat semua komen tanpa hrs mencet itu tuh gmn yak, perbaikin dong developer😿😿",5
Echa Leiwakabessy,Tolong tambahkan fitur simpan untuk yg kalo mau di repost di snap wa atau sebagainya agar mereka unduh saja video/fotonya agar lebih memudahkan😇🙏,4
Ilham Nurdin,"saya sangat suka sama instagram,dan saya juga sangat suka foto dengan efek² di instagram,pliss supoort instagram ku🙏,kembalikan akun instagram ku kak,aku gak berbuat apa² tiba tiba kena ajukan banding katanya,plis bantuin kak🙏,proses nya udah aku jalanin,trus udah 1 hari gak juga bisa login..",4
Icka Mey,"Sangat membantu untuk menaikkan penjualan kue saya,terimakasih sudah membantu umkm mempermudah memperkenalkan menu yg diiklankan🙏semoga semakin jaya aplikasi Ig berkah selalu",5
INDOKO TRAVEL,"kenapa ya tiba tiba ig keluar terus waktu masuk kaya di tangguhkan dan harus verifikasi gitu, eh sekarang malah gabisa dibuka akun akunnya kata sandi salah terus padahal masukinnya udah benar?? tolong dong ig",2
shanty novitasari,"abis update malah jdi ribet,ga bisa tag ,kl ngetik keyboard nya error,soalnya keyboard dipake diaplikasi lain aman.",2
Artyka Paramitha,"Maunya apasih instagram. Update udah coba instal ulang udah kenapa masih loading terus, buka apa apa gabisa ini kenapa medsos lain lancar lancar aja, meresahkan banget sih",1
aisyah ramadhani,"padahal aplikasi nya baguss, tapi update terus aplikasi nya, kalo ga di update pasti aplikasi nya nge bug. Tolong di perbaiki lah jangan dikit dikit update. Padahal baru minggu lalu update hari ini update lagi. kebanyakan update jadi nge bug aplikasi nya",2
tarahayu wulann,"Apa apaan,saya sudah menggunakan foto saya setengah wajah,tapi kenapa waktu pemeriksaan wajah dengan vidio,pihak tidak percaya,bagaimana saya harus meyakinkan?sedangkan itu akun saya yang baru akun yang satu' nya saya,sangat tidak memuaskan bintang 1",1
agung al bukhori,"Min saya masuk ke akun saya yg @dapzstoree_ ko ga bisa, malah gini, intagram terhenti, pas saya klik akun saya yg itu, gmn nih min, akun saya penting min buat promosi, saya sudah lama menggunakan intagram sebelum nya ga ada kendala kaya gini, tolong min ya",2
Jelantik Wibisana,"Semua Instagram teman saya bisa memposting video dan foto + musik, tapi Instagram saya malah nggak bisa padahal sudah ke upgrade Instagram nya",1
dalbit99,"greget bgt asli, mau bikin akun baru aja susaahhhh, mau bikin akun baru biasanya masukin username asal2an dulu di awal baru nnti pas udh jadi akunnya bisa ganti username nya, tapi ini GABISAA GAGAL TERUS ampe bingung mau ngacak nama gimana lagi",4
Fahmi Jamhari,"Sekarang ig lemot sinyalnya lihat postingan lama banget fotonya apalagi reel coba ke apk lain youtube lancar aja, mohon perbaiki.",3
Rio Cuk,Pas posting video sering ke ulang sountrack nya jadi ga enak banget sumpah pas di paus video sering masih ada sountrack yg masih bunyi,3
Safira Leesdy,Tanda titik tiga disebelah nama akun suka tidak ada dan meski di refresh masih tetap bgtu harus yg berulang ulang kali tolong diperbaiki untuk next update.,4
Carrisa Putri,"setelah update jelek bug terus, mau posting foto atau story pasti (kesalahan) terus, berulang kali di post tpi tetap sama,tolong di tangani maz",1
Khaliel Khanz,Di update makin buruk dan makin gak respect sama Instagram padahal dulu video call tampilan layarnya ok ok ajah. Lah sekarang malah besar kecil kayak WhatsApp. Tolong kembalikan tampilan video call dari tampilan awal. Yang atas bawah jangan besar kecil. Gak enak saja tampilan kayak gitu. Tolong saya costumer harus di layani tolong tanggepin pengajuan saya. Terimakasih,1
Reswyn,"Entah bug atau kenapa, tiap ngesave video kagak kesave lagi, tetiba ngirim pesan delay parah padahal make apk lain lancar aja..herannn",1
zieza pramudi Wk879,"instagram kenapa sih gabisa post foto lebih dari satu, terus gabisa nambahin lagu di profil padahal udah di update berkali kali tp tetep aja gabisa bug nya jg mkin bnyk, tolong diperbaiki.",1
Shandy Rizqi,"Aplikasi sosial media paling SAMPAH, mendingan gua nyari informasi di tiktok daripada di instagram. ALGORITMANYA GAK JELAS. Fyp reels gua isinya jadi konten-konten aneh dan sepi, padahal tadinya konten yang banyak views dan likenya. Udah pilih ""tidak tertarik"" masih aja muncul konten-konten yang sepi. LU URUS TUH BUG ALGORITMANYA! SOSMED SAMPAH!",1
jalis syarifah128,"Tolong dong ada fitur privasi status, jangan cuma teman dekat. soalnya kalo teman dekat ada tandanya hijau gitu. jadi, kalo bisa ada 3 pilihan, dibagikan ke, pengikut saya, umum, dan pengikut saya kecuali",4
Sesa Agustin,"ini kenapa ig tuh makin kesini makin jelek kualitas gambarnya? padahal aku baru posting video bulan kmren trs aku masukin highlight, kok pas diliat di akun lain jadi buram gitu, tolong kualitasnya diperbaiki lagi, knp makin ksini makin jelek?",2
HK GAMER,"Banyak BUG jir...Mulai Dari Opsi Musing yang bisa di tampilkan di Profil tiba tiba Hilang....Trus Padahal Jaringan udah bagus Dan Kenceng mau liat Story temen eh malah Cerita ini Tidak Tersedia...apa apa ini...Segera dong di Fix Bugnya Buang buang Data Internet Aja ini...Bukan Update Tambah""Fitur""lain...apa gunanya jirr....tapi itu benerin beberapa bug yang Ada dalam aplikasi dulu",1
Felix Felix,sangat aneh Ig sekarang udah di update masih ajah ngeliat sg teman sama reels muter muter truss ngelag padahal jaringan data bagus tolong di bantu perbaiki bug ini!!,1
Vioni Siti nurhadijah,"TOLONG JANGAN HAPUS FITUR ARSIP. Balikin arsippp gueee helppp!!! Instagram lo the Best krna ada arsip di mata gue. Sebenarnya fitur lo udah baguss kok, tpi makin kesini makin kesono. sudah ya Cukup dunia yg memporak porandakan hati ini, apk Instagram jangan ikutan.",4
